,1,3,7,8,9,10,11,12,13,14,4,15,16,17,18,19,20,21,22,2,5,23,24,25,26,27,28,29,30,6,31,32,33,34,35,36,37,38,0
1978-02-01 00:00:00,5985.6597158,3887.3879822,1369.4003593,1052.5112253,567.8761506,357.2005056,344.8439716,112.262133,27.8228641,55.4707727,2098.2717336,744.7162624,576.5123972,293.7871552,197.8223629,178.0527784,54.5387063,13.4325859,39.4094853,482.8168132,256.4224198,93.9197622,59.3131536,45.0171125,22.8059747,21.0521256,7.2203266,2.6732322,4.4207324,226.3943934,80.1828551,55.3587671,34.4259436,22.7451268,21.9122768,6.0921238,2.0174025,3.6598977,6468.476529
1978-03-01 00:00:00,6040.560795,3900.648274,1366.766354,1058.051479,576.1414235,357.4209105,344.0631584,110.4077165,30.5918623,57.2053698,2139.912522,743.4130777,594.6663125,298.178103,206.6413907,186.6419903,57.2260766,15.1770567,37.9685143,424.8499786,219.8097414,77.4677265,49.9442944,40.6769286,21.6473249,17.7221909,6.805025,2.1080829,3.4381682,205.0402372,73.4662443,54.4952333,33.9098949,17.88683,16.9325551,4.774296,1.0944093,2.4807743,6465.410774
1978-04-01 00:00:00,6054.2138586,3899.119729,1359.5820246,1068.8763342,575.4366052,356.6470721,343.4689368,110.6392605,28.6940873,55.7754083,2155.0941296,755.481254,595.8822553,300.8002151,205.0233263,188.2287302,56.8281927,14.8328314,38.0173246,403.3767611,211.9126452,79.9857012,43.2222416,39.5685925,20.310235,17.4509112,6.259846,1.7715481,3.3435696,191.4641159,69.2540769,53.6305016,26.7372552,16.9424634,16.7026591,4.0106394,0.7084281,3.4780922,6457.5906197
1978-05-01 00:00:00,6038.2647505,3888.6004915,1361.1996296,1057.4356411,574.409086,355.4171838,342.6029262,110.1480708,30.577314,56.81064,2149.664259,750.0693544,599.1694961,297.6330563,202.0127304,189.9379173,55.9889417,14.9737698,39.878993,398.4080771,210.6596809,73.5629314,45.8550544,39.7349436,23.3071128,16.5440317,6.3148011,1.701646,3.6391599,187.7483962,65.8579721,54.4106227,26.9336604,16.631307,16.7221262,4.3041933,0.9169209,1.9715936,6436.6728276
1978-06-01 00:00:00,6031.3422994,3883.5501257,1362.0110854,1055.3312851,572.1191623,355.9978244,341.7680622,110.564582,29.64323,56.1148943,2147.7921737,751.2360526,598.2584874,295.3596328,206.4602649,190.477788,53.3455101,13.5040692,39.1503687,393.4903275,216.7385614,79.5559187,45.7325265,40.7959134,24.1175404,16.8620748,6.2191531,1.0157056,2.4397289,176.7517661,59.4195912,48.9194612,25.755379,16.512938,16.9376395,4.7476152,0.6748954,3.7842466,6424.8326269
1978-07-01 00:00:00,6036.0839263,3869.8998106,1354.9688481,1054.8127902,572.4715293,352.872419,336.2734146,111.0085382,30.9823537,56.5099175,2166.1841157,762.2266516,600.2032412,298.2234857,206.9328425,189.0328221,54.6241968,14.1927289,40.7481469,380.5317353,212.3703964,73.1069813,43.4517279,38.4750854,24.5737416,21.4725031,6.8548261,1.1555441,3.2799869,168.1613389,58.5476707,46.6116558,23.916681,15.0089842,15.6421932,4.5205843,0.9357453,2.9778244,6416.6156616
1978-08-01 00:00:00,6005.3614529,3850.9218271,1345.7011796,1045.0619961,574.8551705,349.4060992,335.098101,111.3731988,32.3213157,57.1047662,2154.4396258,757.5741813,593.6094643,306.6804656,203.9092252,184.1222009,54.4665724,14.1174483,39.9600678,398.2900137,222.2031376,73.0799122,51.7042704,37.8727834,28.2678706,21.2194318,6.2191281,0.9753462,2.8643949,176.0868761,60.7190504,49.0565393,25.1508576,15.8826408,16.4996349,4.6854236,0.7333454,3.3593841,6403.6514666
1978-09-01 00:00:00,6024.3134515,3860.3738359,1347.6510159,1045.2643962,577.0216437,350.3615874,339.0502774,111.0013782,32.470989,57.5525481,2163.9396156,766.2698896,594.259653,309.0904342,202.3741443,183.5318927,54.2076038,15.4622269,38.7437711,387.3267831,219.2948211,75.1769863,46.5112513,37.4153883,29.2363729,20.1672806,6.8811617,1.6214165,2.2849635,168.031962,59.1397109,42.2140046,25.0739304,17.8238692,15.1961827,4.2025693,0.9654186,3.4162763,6411.6402346
1978-10-01 00:00:00,6045.8551024,3874.2229955,1353.6350268,1046.4597464,586.8033646,349.7859927,337.7121077,111.664302,32.5016434,55.6608119,2171.6321069,772.2111038,588.8705925,307.6054555,204.2303325,188.7743131,54.5860183,15.0357897,40.3185015,370.3716232,209.1663856,71.8213431,45.5597475,31.7841958,28.2768673,20.2662749,6.2973396,1.7060628,3.4545546,161.2052376,54.0043406,42.8356029,21.5382624,17.3257124,15.3307729,4.4352315,1.283453,4.4518619,6416.2267256
1978-11-01 00:00:00,6033.7974422,3863.476373,1351.3090661,1042.5120964,584.6254072,347.6822938,336.4785197,111.7866483,32.6991401,56.3832014,2170.3210692,762.7041532,599.8382582,303.8914111,206.8139774,184.7539202,55.5846041,16.0514535,40.6832915,372.7822643,207.5462261,74.4751074,45.0121746,32.475723,25.9489795,19.4921569,5.9428828,1.5197359,2.679466,165.2360382,57.860687,38.2420596,25.3205898,17.9698162,15.9511387,4.488862,1.6039731,3.7989118,6406.5797065
